od,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99
"(19, 15)",0.1,0.1,0.1,0.1,1683.8804518285876,1585.0867110684599,0.1,0.1,0.1,1645.2272494855865,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1576.0817670463484,0.1,1554.780995074481,1574.6594199034953,0.1,0.1,0.1,0.1,0.1,0.1,1588.3866823100634,0.1,0.1,0.1,1611.6004155809792,0.1,1592.6434586436944,0.1,1534.3845895186546,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1593.4088536298564,0.1,1470.784335033869,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1481.9468782464737,0.1,0.1,1531.0336630632148,1449.502516040375,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1588.323530102432,0.1,0.1,1633.4841522616823,0.1,0.1,0.1,0.1,1517.772428566001,0.1,0.1,0.1,0.1,1502.8105560018594,0.1,0.1,1554.2168453680622,0.1,0.1,0.1,1600.7891590855759,0.1,0.1,0.1,0.1,0.1
"(19, 16)",0.1,0.1,0.1,1683.4929919165686,0.1,0.1,1619.947080288479,1751.4762293052952,0.1,0.1,1710.7455239522405,0.1,0.1,0.1,0.1,1605.0019906689135,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1800.544129761624,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1742.88420566799,1699.900636091932,0.1,0.1,1681.314121717495,0.1,0.1,0.1,1748.0932735508502,0.1,0.1,0.1,0.1,0.1,0.1,1721.446454134676,1731.7579905748732,0.1,0.1,0.1,0.1,1708.7737021627713,0.1,0.1,0.1,0.1,0.1,1775.1902293975277,0.1,1753.8934723608868,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1601.564248120895,0.1,0.1,0.1,1693.8449322016363,0.1,0.1,0.1,0.1,0.1,0.1,1701.4368997824645,0.1,0.1,1720.571232034848,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1851.2357065363176,1716.673772607785
"(19, 17)",0.1,0.1,475.7831687963536,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,331.17127227066675,0.1,0.1,0.1,408.45525102051977,0.1,286.2430269077655,0.1,0.1,0.1,348.5481583070794,0.1,402.96220373417447,0.1,0.1,0.1,321.07795397412684,0.1,0.1,0.1,0.1,0.1,419.133267418085,0.1,0.1,0.1,0.1,0.1,327.20350193348014,0.1,377.6066431836915,0.1,0.1,390.9424790443775,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,464.4182696058098,357.4512287020632,356.82425870199893,0.1,0.1,454.093612828523,0.1,0.1,299.06356210256394,0.1,0.1,360.0931137865968,0.1,247.7952808054876,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,382.0290784291712,0.1,386.68921966622213,0.1,421.412039799821,0.1,0.1
"(19, 18)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1253.1418679663557,1301.768763681367,0.1,1248.8311218750891,0.1,0.1,0.1,1162.5096809251152,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1154.3688831665654,0.1,0.1,0.1,0.1,1227.5154307072596,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1091.1183240820974,1170.0856228701937,0.1,1275.7960254293607,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1214.2942776379448,0.1,0.1,1205.5941865698364,0.1,0.1,1200.0740251515979,0.1,0.1,1330.8372333263696,1315.3141101947529,0.1,1133.9740855501523,0.1,1228.117159138903,1213.3921509381457,0.1,0.1,0.1,0.1,1317.3834285681924,0.1,0.1,0.1,0.1,1227.4579762384792,0.1,1123.7421662507272,0.1,0.1,0.1,1301.4364435165483,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1235.3048547905241,1233.8675870901468
"(19, 19)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(19, 20)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1275.0665639181802,0.1,0.1,0.1,0.1,1284.2604418675187,1225.616051609146,0.1,1244.9313604077254,1225.8094726493073,0.1,0.1,0.1,0.1,1258.2956189257118,1238.2865546510006,1240.3807785248,0.1,0.1,1171.8698685000807,1163.738297699333,0.1,0.1,1261.403276212469,0.1,0.1,1044.7349570282213,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1244.9333371981124,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1171.0588686602455,0.1,1213.207976845333,0.1,1214.2731439629856,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1113.2599767265842,0.1,0.1,0.1,1220.66212694182,0.1,0.1,0.1,1171.6902846498335,0.1,0.1,1140.8446471924665,0.1,1231.8349339897275,1056.0185700195404,0.1,0.1,0.1,1357.0493546868147,0.1,1175.2227887558931,0.1,0.1,1217.00700195993,0.1,1300.0954447348852,0.1,0.1,0.1
"(19, 21)",0.1,2481.697858429714,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2341.131224142049,0.1,2410.2208620155347,0.1,2378.2643504791827,2482.528943017122,2383.8537770027147,0.1,2440.4797137294963,0.1,0.1,2397.6186211630675,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2530.4813399275517,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2285.8831001839503,0.1,0.1,0.1,0.1,2322.716981107488,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2431.526973635392,0.1,0.1,0.1,0.1,0.1,2341.223347600512,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2447.090202017558,0.1,2406.821760744764,0.1,0.1,0.1,0.1,0.1,0.1,2469.0448213628024,0.1,0.1,0.1,0.1,0.1,0.1,2393.0182352068655,0.1,0.1,2452.3230655762663,0.1,0.1,0.1,0.1
"(19, 22)",0.1,0.1,0.1,0.1,727.60211355847,0.1,0.1,0.1,0.1,0.1,0.1,741.5271164330944,755.0635244189095,679.3822466535213,0.1,0.1,0.1,711.5639832109149,0.1,0.1,0.1,0.1,0.1,0.1,0.1,632.439091547401,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,612.5991065639184,0.1,0.1,0.1,0.1,0.1,0.1,0.1,640.8440182545077,0.1,718.270759740609,622.0430173701483,0.1,682.4554594196456,0.1,0.1,0.1,0.1,703.2066882595385,0.1,0.1,0.1,0.1,783.2440107256529,740.2363880531403,0.1,0.1,768.7370270720443,701.2534443126457,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,720.587833187143,0.1,0.1,0.1,0.1,0.1,814.2578877366975,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,605.104004144369,0.1,0.1,0.1,565.1326356088007,0.1,0.1,0.1,0.1,641.7141173054879
"(19, 23)",0.1,0.1,0.1,0.1,0.1,456.51328942427335,296.99687456056387,0.1,0.1,0.1,0.1,0.1,0.1,306.40104372110784,0.1,0.1,435.47659933912036,486.1103346997113,488.6627579163007,0.1,0.1,0.1,0.1,405.6049619053042,0.1,0.1,0.1,375.39474499179465,0.1,0.1,0.1,401.4155865359623,0.1,0.1,0.1,0.1,378.8378090391838,0.1,0.1,444.8162186035792,0.1,505.1306128393934,286.65078465714964,0.1,0.1,0.1,393.7737037219286,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,398.12799602146913,0.1,0.1,0.1,0.1,0.1,476.7184141718605,0.1,415.10704992117206,0.1,0.1,398.51120237257527,0.1,0.1,0.1,0.1,451.85672226514805,0.1,467.5983083655551,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,327.45228328613837,0.1,0.1,0.1,0.1,389.77377337619373,0.1,0.1,0.1,0.1,0.1,0.1,471.7812485426626,0.1,0.1,0.1,0.1
"(20, 0)",133.72818743456565,0.1,0.1,0.1,103.53367111840268,0.1,209.76798862340803,0.1,84.10675264032582,0.1,61.72599964468113,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,59.791018317419855,217.56461203543904,0.1,0.1,206.94351472424307,0.1,0.1,0.1,0.1,0.1,0.1,251.33934164207895,0.1,0.1,0.1,0.1,76.13589522848642,94.74565607127359,0.1,0.1,0.1,0.1,0.1,117.24316692422398,48.143938036329054,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,67.48239827274503,116.75510811723008,0.1,0.1,218.8933616248366,0.1,0.1,0.1,0.1,8.72151396307575,0.1,0.1,147.35798037446358,0.1,0.1,0.1,92.10755370350469,0.1,0.1,0.1,0.1,0.1,141.44520645509166,0.1,52.448038504187046,0.1,41.91501691923583,0.1,0.1,0.1,0.1,162.01901754337453
"(20, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(20, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(20, 3)",266.71792299048747,0.1,0.1,0.1,0.1,0.1,107.5086810515673,0.1,0.1,211.69220606058272,0.1,0.1,196.49245418885425,0.1,83.42614741895294,0.1,224.63004731194482,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,143.36669857547315,0.1,0.1,0.1,331.4899322677006,244.48871124158228,0.1,101.59165232334732,0.1,0.1,0.1,316.75613809686865,0.1,0.1,0.1,0.1,0.1,0.1,167.60746728506103,0.1,168.51586638637372,0.1,194.7516545125546,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,91.38424431866237,0.1,152.19062251576642,0.1,0.1,0.1,253.0168527131625,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,85.2260667055958,140.45721110000693,248.4424400646716,0.1,0.1,0.1,0.1,0.1,222.20354033688483,344.14327659612525,0.1,0.1,0.1,0.1,0.1,171.3202649560513,0.1,0.1,0.1
"(20, 4)",146.67548328319654,0.1,112.34139223151462,0.1,0.1,0.1,0.1,0.1,0.1,0.1,103.03616108136558,0.1,0.1,0.1,63.258238277017384,0.1,21.339155348033103,0.1,0.1,0.1,0.1,0.1,0.1,0.1,59.57630585187015,0.1,0.1,26.931201285060908,0.1,0.1,0.1,0.1,0.1,0.1,100.90515003648642,0.1,0.1,28.985119740684922,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,116.73596247006341,128.24064823131076,104.84837166950435,0.1,0.1,69.5974366540657,0.1,126.49714447282966,0.1,0.1,0.1,23.30221978149231,0.1,156.528466486696,0.1,0.1,0.1,0.1,0.1,0.1,0.1,222.29623986489918,0.1,0.1,0.1,0.1,139.86912805468302,0.1,0.1,0.1,145.38574427704168,0.1,0.1,0.1,0.1,0.1,0.1,190.24466678433163,0.1,0.1,115.3478987622403,0.1,81.1525328870154,6.403164732470785,0.1,0.1,143.8358809268596,0.1,0.1,0.1,0.1,0.1
"(20, 5)",40.28225638896666,0.1,85.88065073393436,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,42.422882976330776,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,187.94436305127567,0.1,164.16058656957387,0.1,1e-07,0.1,0.1,0.1,0.1,61.46045371574333,0.1,0.1,0.1,0.1,141.23985565545442,0.1,0.1,0.1,222.2604598993442,0.1,0.1,1e-07,12.311436018038691,160.3569247509279,0.1,0.1,0.1,109.07014171204465,144.8443814884722,0.1,0.1,0.1,0.1,0.1,0.1,138.1679387287076,0.1,86.42087410014811,0.1,0.1,0.1,0.1,84.69623095403041,0.1,99.49501653242332,0.1,0.1,1e-07,0.1,0.1,0.1,170.2242955696729,0.1,0.1,131.55538823044938,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0412137362643392,104.0116096439056,0.1,0.1,0.1,0.1,0.1
"(20, 6)",0.1,0.1,182.5184124371563,165.92829015746423,0.1,0.1,211.835714125646,0.1,110.49875016731875,0.1,176.14823576427528,0.1,0.1,0.1,298.96145497591596,0.1,0.1,0.1,215.07185848978003,0.1,240.36257712983715,0.1,0.1,0.1,0.1,0.1,0.1,263.4186199635845,0.1,0.1,0.1,0.1,0.1,233.94687769416132,0.1,0.1,0.1,178.31520135210482,0.1,222.39405284044219,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,133.52246531677332,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,141.58468316123322,206.79878439217853,150.94799960897666,0.1,0.1,0.1,0.1,245.67537103729785,0.1,0.1,0.1,179.1914224002903,226.01396801071138,268.43535695836954,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,215.3186063462478,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"(20, 7)",543.1961673549455,471.6573536480692,0.1,0.1,0.1,0.1,0.1,420.8351303325543,0.1,429.0292485544294,0.1,0.1,0.1,431.9311438514902,0.1,418.70631587516266,0.1,413.36199575484886,369.59363233753913,0.1,0.1,0.1,0.1,0.1,0.1,443.475607091038,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,268.0767555001082,0.1,0.1,376.9769098188431,374.8966157797867,372.4834534511329,0.1,0.1,0.1,0.1,0.1,408.780380703199,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,353.671406593479,0.1,481.06091515023036,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,477.39862432757417,440.31491088748976,0.1,0.1,332.8593421270741,0.1,0.1,0.1,0.1,0.1,356.39703025171457,0.1,437.2100044425435,0.1,0.1,0.1,0.1,0.1,0.1,403.5957109779651,0.1,0.1,0.1,0.1,0.1,341.79756529577134,0.1
"(20, 8)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,322.29359789595384,311.65162461258205,399.27281268208793,0.1,350.2452928054839,323.3251857217841,0.1,351.5696049208354,303.85931443748865,0.1,0.1,0.1,0.1,430.3472711764343,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,253.45685494466557,0.1,0.1,0.1,0.1,0.1,0.1,213.44718313576,339.89152580671544,0.1,0.1,269.4363921348804,283.82508928290645,0.1,0.1,0.1,0.1,286.3411355745967,0.1,0.1,0.1,0.1,0.1,0.1,276.23014518627906,0.1,0.1,0.1,0.1,311.27519207990633,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,269.76272055491506,354.07927631863424,0.1,237.6769081462496,0.1,0.1,0.1,308.17884460834705,0.1,329.106316489727,0.1,0.1,0.1,0.1,363.29059442277344,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,263.7254451802028,0.1,0.1,0.1,0.1,0.1,0.1,247.41875651913335,0.1,0.1
"(20, 9)",0.1,0.1,0.1,1297.278879350928,0.1,0.1,1173.8698629465491,0.1,0.1,0.1,1117.4592095255068,0.1,1314.6736383114296,0.1,0.1,0.1,1148.257681605232,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1089.2162261141368,0.1,0.1,1258.123884122472,0.1,1152.6789492858527,0.1,0.1,0.1,0.1,0.1,1327.71581834198,0.1,1246.669911495086,0.1,0.1,0.1,0.1,1168.9137937551664,1294.146091488575,0.1,0.1,0.1,1276.0115112262458,1318.1409166364242,1272.0947721291527,0.1,1288.4779494669804,0.1,0.1,0.1,0.1,0.1,1258.890231438337,0.1,0.1,0.1,0.1,0.1,1281.62005503661,1067.9978033121267,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1197.3299666028881,1305.2075575819651,0.1,1207.4986399274378,0.1,1141.455294552553,0.1,0.1,0.1,0.1,1205.1537362351323,1376.066569147373,0.1,0.1,1218.8256712914556,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1139.2905796510427,0.1
"(20, 10)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,370.6204769205763,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,448.0644096866528,444.16992930912284,0.1,0.1,0.1,0.1,430.42010892209345,432.65334743083486,344.15833353200645,0.1,339.2741540194413,453.3538728069104,0.1,388.4305144092807,0.1,443.21742115851396,0.1,440.7599923144388,390.5750002185548,0.1,0.1,415.3131898611976,0.1,0.1,351.07270310431255,313.48845631597413,0.1,0.1,383.5373616657541,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,426.7441201884387,0.1,0.1,0.1,408.14313402522885,442.54725694222884,376.8281969084013,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,422.91204214191873,330.83681083734785,0.1,0.1,441.6171915009132,0.1,0.1,355.7511828572157,344.7460228819267,0.1,0.1,0.1,0.1,568.4978261695949,0.1,408.5379233421639,0.1,0.1,0.1,357.54077599306447,0.1
"(20, 11)",356.7479181335159,0.1,227.7494269259263,0.1,333.03511977845216,0.1,327.72320071480243,0.1,0.1,0.1,0.1,0.1,0.1,415.77248529667435,0.1,0.1,0.1,280.87944119610285,0.1,0.1,0.1,0.1,255.54050803361486,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,316.4676974050736,0.1,0.1,0.1,0.1,131.8955329082757,0.1,222.13195679439792,360.61696464953263,363.8120247403077,0.1,0.1,294.14273189288076,0.1,0.1,0.1,337.92698243038063,0.1,367.56725514910477,0.1,0.1,0.1,0.1,0.1,341.69822836176616,0.1,245.49564508771255,0.1,180.27401446177961,0.1,0.1,278.1605088448301,0.1,0.1,0.1,0.1,0.1,437.8797401031328,0.1,0.1,0.1,229.99088081313116,0.1,0.1,196.87572561916483,0.1,330.83796372232354,317.61835619803713,0.1,294.2041652931782,338.3194239708156,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"(20, 12)",0.1,0.1,640.3406575083173,744.9043065627282,0.1,0.1,645.6961879842887,0.1,0.1,0.1,617.9046739578366,489.14340094924853,626.7129906476041,0.1,0.1,0.1,0.1,0.1,0.1,617.9760956300917,0.1,0.1,0.1,0.1,664.8710009638188,583.6972630548165,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,630.6156441360098,0.1,0.1,515.6720235176628,0.1,0.1,0.1,0.1,641.8845495049223,0.1,0.1,602.439185405657,0.1,0.1,533.5338037039791,0.1,511.2489547951581,0.1,0.1,0.1,0.1,0.1,0.1,0.1,587.1401770282856,0.1,585.0853412279885,0.1,0.1,0.1,0.1,0.1,603.6878411084024,0.1,0.1,0.1,0.1,617.6909796893393,0.1,0.1,0.1,536.3650674125611,0.1,0.1,0.1,0.1,0.1,672.9158536748707,0.1,0.1,0.1,0.1,498.95107692624424,0.1,0.1,0.1,0.1,583.8937404460387,0.1,566.2707462684789,0.1,0.1,636.3845110755664,697.8060182198126,0.1
"(20, 13)",0.1,429.8587674612884,0.1,249.80364078927357,0.1,0.1,0.1,467.51377091612153,0.1,222.72257919606915,0.1,0.1,0.1,0.1,487.1168595816857,0.1,0.1,428.66600967666557,0.1,0.1,0.1,0.1,0.1,0.1,497.01309089924416,0.1,0.1,0.1,303.97829932603673,400.83104359401835,0.1,0.1,0.1,0.1,0.1,0.1,0.1,468.91880057751666,0.1,276.4584093045798,418.99369321266425,0.1,0.1,0.1,0.1,0.1,434.6274800890162,404.8069901040505,0.1,0.1,424.35621365621165,0.1,522.2261587259856,0.1,0.1,0.1,0.1,352.39519228977224,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,357.3223599004193,0.1,0.1,325.78298585587083,0.1,0.1,0.1,440.98484990852575,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,377.7797993687706,0.1,310.6493660628598,0.1,0.1,0.1,0.1
"(20, 14)",0.1,0.1,756.0444081906709,0.1,0.1,0.1,0.1,0.1,782.1708520179462,0.1,0.1,0.1,0.1,0.1,0.1,858.3409090336481,0.1,0.1,0.1,0.1,0.1,778.7201007220757,0.1,756.3410364016353,0.1,0.1,0.1,0.1,0.1,838.1697732406606,0.1,0.1,726.9897710217894,0.1,809.7903061815454,0.1,0.1,0.1,0.1,832.1289569691704,0.1,0.1,642.0951767390991,0.1,791.731118665624,0.1,0.1,0.1,0.1,789.2580868191142,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,833.3908890401237,0.1,880.8847834364326,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,662.6991465525302,0.1,0.1,0.1,0.1,0.1,0.1,820.4326912114462,0.1,0.1,776.9685946246523,769.2407771619551
"(20, 15)",0.1,0.1,714.5039750392447,0.1,0.1,0.1,0.1,713.8038003480646,0.1,674.4202895827954,711.7269091825179,0.1,0.1,0.1,0.1,0.1,0.1,691.0583894605774,0.1,565.0697017522608,596.2691667847066,0.1,0.1,0.1,500.6662570281371,0.1,0.1,589.0468430080634,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,641.785047452708,0.1,0.1,0.1,0.1,0.1,0.1,0.1,668.8385629207456,632.2247742920875,0.1,0.1,0.1,0.1,0.1,644.1316670139104,0.1,0.1,0.1,762.9856045041786,630.3593301403573,0.1,0.1,0.1,0.1,635.0911111138097,608.180905334145,0.1,0.1,0.1,658.7273757052396,0.1,0.1,0.1,543.9388096793527,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,610.1858695533617,0.1,0.1,0.1,0.1,0.1,0.1,452.613179355773,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"(20, 16)",0.1,428.8061594931844,653.7945856160252,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,583.781072136265,0.1,0.1,571.030615359991,0.1,0.1,0.1,637.7958015205913,0.1,0.1,0.1,561.7870208577415,0.1,0.1,599.2635655061965,0.1,0.1,0.1,664.294039946049,645.6200565982324,0.1,0.1,561.1390148138219,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,601.1870533492161,0.1,0.1,517.183482127407,0.1,0.1,593.8014247876514,0.1,0.1,0.1,627.6339823131364,740.7905082288324,0.1,0.1,0.1,0.1,526.4718048838134,0.1,0.1,0.1,0.1,0.1,0.1,627.6247921817986,0.1,0.1,0.1,0.1,0.1,680.1826722696882,0.1,0.1,0.1,0.1,0.1,0.1,554.7192721852523,0.1,0.1,0.1,628.2393905903093,665.5306217552495,0.1,0.1,0.1,542.2272818575951,0.1
"(20, 17)",234.3462070815588,123.80535209626822,0.1,0.1,0.1,0.1,0.1,112.93849968720973,194.4786439114298,0.1,0.1,0.1,0.1,0.1,74.84983732221143,0.1,0.1,0.1,0.1,0.1,128.3650474546727,87.9605309595776,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,98.16183901664934,0.1,0.1,1e-07,20.785808048452196,145.74619557687498,0.1,55.33370538549894,0.1,0.1,0.1,0.1,165.23739559509414,100.72784980989292,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,101.82719490484243,120.54688676597443,35.357587066426305,0.1,86.82267397817753,0.1,0.1,0.1,0.1,0.1,87.47422815631083,0.1,0.1,0.1,1e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1
